@relation 'AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R8,11-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute DPD numeric
@attribute APD numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
277.200012,100500,83,6.1,-15.5,336,12.2,7.14,5.72,Moderada
276.899963,100600,78,12.8,-10.299998,319,12.2,7.69,5.91,Moderada
276.5,100580,83,11.800001,-0.999998,291,8.5,7.14,5.87,Media
276.700012,100370,79,4.700003,9.200002,234,5.6,6.67,5.81,Media
278.700012,99690,96,-2.199998,13.200002,157,12,5.56,4.91,Moderada
278.5,99750,100,10.4,8.1,218,10.8,8.33,6.04,MuyAlta
278.399994,100080,92,13.200002,7.500001,247,11.6,10.81,7.21,Moderada
278.499969,100460,90,9.100001,7.300002,246,11.5,12.12,7.17,Moderada
278.599976,100700,90,5.3,4.7,238,8.5,10.81,7.39,Moderada
278,100790,92,2,1.6,252,6.2,12.12,7.88,Moderada
278,100840,91,2,-0.999998,289,0.9,12.9,8.29,Moderada
277.899963,100810,94,5.700003,-0.699998,301,5.3,11.43,7.85,Media
277.5,100830,84,6.100001,-0.999998,314,4.3,12.9,7.36,Media
276.699982,100730,92,6.900003,-0.899998,286,6.7,12.12,7.31,Moderada
276.600006,100670,91,5.400002,0.600002,233,4.2,13.79,8.07,Moderada
276.700012,100520,92,10.600003,-0.199998,269,9.2,12.9,6.91,Media
276.499969,100540,85,8.8,1.100002,260,7.5,12.9,6.1,Media
276.200012,100570,96,7.8,2.300002,282,8.8,12.9,6.31,Media
276.799988,100630,85,5.7,3.4,253,6.3,12.12,6.2,Media
277.600006,100680,71,4.000001,2.200001,295,4.8,12.9,6.45,Moderada
277.5,100820,67,0.6,3.000001,215,0.2,19.05,8.2,MuyAlta
277.899994,100950,66,-2.099998,4.200002,156,3.4,17.39,12.14,MuyAlta
278.299988,100880,72,-6.299998,5.3,154,3.8,17.39,9.35,Moderada
278.499969,100710,74,-9.199999,6.600001,138,8.6,16,7.88,Moderada
278.299988,100300,92,-10.5,9.5,127,13.9,13.79,6.75,MuyAlta
278.199982,100060,97,-6.999997,8.900003,136,13,7.69,6.8,Moderada
278.5,100110,93,1.3,6.2,170,5.1,9.09,7.11,Moderada
278.5,100150,86,-2.8,7.800002,144,5.7,9.09,7.63,Moderada
278.600006,99950,90,-4.799998,11.800001,156,9.1,10,6.91,Moderada
278.5,99730,94,-9.099998,13.000002,140,12.2,9.09,6.12,MuyAlta
279.599976,99250,92,-12.399999,10.700002,137,14.2,8.33,6.46,MuyAlta
279.899963,99060,91,-6.4,18.400002,146,16,10,8.05,MuyAlta
279.899963,99960,83,-0.4,9.1,166,7.7,11.43,7.92,MuyAlta
278.700012,99610,91,-15.9,8.200002,120,12.3,10.81,7.34,MuyAlta
280.600006,98150,97,-15.9,18.4,124,18.6,10,7.31,MuyAlta
279.600006,99290,93,0.4,9.900002,193,7.1,10.81,8.89,MuyAlta
280.199982,99330,91,-4.399999,6.100001,125,4.3,10.81,8.55,MuyAlta
278.799988,99340,100,-3.8,4.400002,109,2.1,12.12,8.97,MuyAlta
279.399994,99200,91,-0.8,0.9,56,2.2,12.12,8.41,MuyAlta
279.999969,99010,88,-3.799999,-1.6,101,2.1,10.81,8.56,MuyAlta
279.299988,98740,98,-2.9,1.2,118,6.4,11.43,8.93,MuyAlta
280.200012,99350,81,1.7,7.600001,157,7.3,11.43,7.64,MuyAlta
279.200012,99690,89,-4.8,-3.6,53,1,11.43,8.11,MuyAlta
280.399963,99050,93,-12.2,-4.899999,39,8.8,11.43,7.77,Moderada
281.099976,98010,88,-13.699999,3.200001,96,12.9,11.43,6.49,MuyAlta
280.599976,97550,85,-16.4,11.200002,110,14.9,10,6.98,MuyAlta
280.099976,97930,86,-6.5,15.600003,146,12.2,12.12,8.12,MuyAlta
278.700012,98790,90,3.4,16.600002,172,13.1,12.12,7.34,MuyAlta
278.499969,99500,86,3.600002,12.6,184,12.8,10.81,7.1,Moderada
277.499969,99800,81,0.3,5.800002,197,6.5,10,7.1,Moderada
277.999969,99570,64,-3.8,-3.099998,102,3.1,10.81,7.58,Moderada
278.899963,99240,73,-1.3,-10.499998,7,5.6,10,6.79,Media
279,99150,75,-0.3,-11.499998,25,7.7,10,6.08,Moderada
277.699982,99310,89,3.6,-9.299998,346,7.3,9.09,6.46,Moderada
277.499969,99580,81,4.4,-6.7,332,7.1,11.43,6.96,Moderada
277.699982,99810,81,5.6,-4.899999,314,6.4,12.9,7.54,Moderada
277.200012,100130,87,7.2,-0.699998,245,5,10,8.34,Moderada
276.899994,100270,90,8,0,269,7.8,9.09,6.66,Moderada
276.600006,100300,84,3.300002,2.4,257,5.6,11.43,7.46,Media
277.499969,100010,84,-2.299999,0.7,90,1.4,10.81,6.83,Media
276.700012,99740,95,-7.8,-0.3,76,5.7,10,6.49,Media
277.099976,99550,97,-7.899997,-4.4,73,4.5,10,6.31,Media
277.5,99410,94,-4.8,-7.6,15,6.5,16,6.28,Moderada
277.999969,99190,93,0.100002,-6.499999,316,6.4,12.12,8.71,Moderada
277.200012,99210,97,-0.6,-3.499999,140,3.3,12.9,9.23,Media
277.199982,99210,92,3.5,-3.8,347,2.3,12.9,8.13,Media
277.399963,99200,73,6.600001,-3.1,303,6.3,12.12,6.74,Media
276.5,99290,76,8.800001,0.1,285,8.5,11.43,6.07,Media
275.899963,99590,73,9.500002,3.200001,249,7.2,10,5.51,Media
274.600006,99760,72,6.2,6.700002,234,8.9,9.09,5.9,Media
274.699982,99860,62,4.1,6.9,123,4.9,10,5.93,Media
274.999969,100060,63,2.8,9.000002,159,9.8,9.09,5.98,Media
275.199982,100110,55,-0.4,7,182,6.1,8.33,6.09,Media
274.999969,100050,64,-2.5,4.400002,128,7.3,8.33,5.64,Media
276.700012,99580,68,-8.1,-0.699998,84,10.5,5.26,5.41,Media
277.499969,99440,87,-9.6,-1.7,126,7.8,6.25,5.16,Moderada
278,99610,80,-6.2,-7.8,65,6.9,8.33,6.45,Moderada
277.899994,99660,54,2.200001,-10.5,22,5.7,8.33,6.68,Moderada
277.799988,99580,66,3.300002,-9.999998,336,7.2,12.12,7.58,Moderada
277.699982,99510,71,5.700002,-8.599998,330,9.2,10,7.13,Moderada
276.599976,99360,81,5.200003,-6.8,302,6.6,10.81,6.64,Moderada
276.399963,99290,81,5.500001,-7.599998,321,9.9,10.81,7.35,Moderada
275.099976,99440,86,9.100001,-7.6,310,9.8,10,6.56,Moderada
273.399994,99540,87,10.300001,-6.5,286,10.3,10.81,6.64,Moderada
272.299988,99680,80,10.900002,-2.699998,271,8.5,10,6.67,Moderada
271.999969,99990,74,8.700002,1.700001,250,2.1,11.43,7.96,Moderada
272.199982,100450,68,8.200003,1.9,248,8,10.81,7.12,Moderada
273,101030,58,3.200003,0.400002,297,4.5,11.43,7.75,Moderada
273.599976,101280,59,-4.4,-1.899998,20,3.8,10,7.34,Baja
274.499969,101410,74,-3.299999,-1.399998,14,4.5,9.09,6.16,Baja
274.899994,101570,80,-5.899999,0.600003,82,5.5,8.33,5.74,Baja
275.999969,101630,79,-6.399999,1.900002,124,3.2,7.14,6.27,Baja
276.600006,101490,73,-9.2,1,95,9.2,7.14,4.46,MuyAlta
277.100006,99730,85,-23.200001,-11.099998,69,18.6,8.33,6.14,MuyAlta
278.100006,98900,91,-16.5,-3.3,71,16.8,10.81,7.42,MuyAlta
278,98660,90,-7.7,4.100003,139,8.3,10.81,8.67,MuyAlta
278.299988,98580,76,-9.599998,-0.8,112,7.9,10.81,8.57,MuyAlta
278.600006,98490,78,-9.999998,-4.499999,70,9,12.9,8.48,MuyAlta
279,98770,82,-5.599998,-9.499998,42,9,13.79,7.64,MuyAlta
278.200012,99350,83,-3.199998,-8.4,53,8.3,12.9,7.68,Moderada
277.899994,99840,82,-1.8,-4.899999,25,7.5,8.33,7.76,Moderada
277.399963,100060,71,-0.799998,0,68,5.2,12.9,7.5,Moderada
277,100240,72,0.200002,4.1,126,5,8.33,7.11,Media
276.299988,100250,79,-0.299998,6.600001,143,9.7,10,5.67,Media
276.499969,100530,75,2.600002,6,198,5.7,10,5.6,Media
276.399963,100730,65,-0.399998,4.2,126,9.2,10.81,5.68,Media
276.700012,100980,68,-0.599998,3.8,115,5.5,7.69,5.57,Media
276.599976,100980,77,-3.3,4.5,165,6.5,10,6.25,Media
276.099976,100790,75,-3.3,5,100,6.4,9.09,6.14,Media
277.499969,100450,77,-12.099998,1.8,97,9.5,8.33,5.7,Moderada
278.100006,99950,94,-13.099998,-2.299999,90,11.6,6.67,5.8,MuyAlta
277.799988,99960,100,-8,-4.5,70,12.4,9.09,6.84,MuyAlta
277.599976,100500,93,-6.699998,-7.599998,45,9.5,10,7.03,Moderada
276.699982,101130,86,-6.899999,-4.299998,68,7.1,10,6.62,Moderada
276.700012,101350,81,-6.8,-0.899998,102,4.6,8.33,6.79,Media
276.999969,101760,79,-10.199999,2,118,8.3,8.33,5.88,Moderada
277.399994,101410,92,-16.999998,1,87,14.3,7.69,6.16,MuyAlta
278.799988,101130,92,-10.899999,4.100001,105,16.4,8.33,6.59,MuyAlta
278.699982,100630,100,-10.5,1.100002,94,14.4,10,7.07,MuyAlta
278.199982,100440,100,-6.199998,-2.099998,82,13.5,10,6.58,Moderada
277.199982,101070,100,-1.499997,-1.199998,78,8.4,10,6.83,Moderada
277.199982,101560,95,0,-2.599998,53,4.3,10,6.98,Moderada
276.499969,101970,94,-2.3,0.6,79,3,10.81,7.61,Moderada
277,102120,90,-2.899998,2.9,168,4.6,10.81,7.53,Moderada
277.999969,101960,90,-7.099998,6.200002,140,6.6,10.81,6.95,Media
279.100006,101480,90,-9.599997,9.200002,132,9.9,10,5.55,Moderada
278.499969,100940,100,-4.8,10.500002,137,12.3,6.67,5.45,Media
277.399963,101420,99,11.800001,1.1,271,8.5,6.67,5.46,Media
277.600006,101680,92,10.000002,-2.499997,292,8.2,6.67,5.61,Media
277.299988,101860,88,6.800003,-4.1,302,7.3,6.67,5.95,Media
276.899994,101910,85,4.2,-3.999999,312,4.3,7.69,6.58,Media
276.899994,101960,86,6.000001,-2.7,270,3.2,7.14,6.18,Media
277.399994,102060,92,9.400002,-5.099998,320,8.8,9.09,5.46,Media
277.100006,102400,94,8.200002,-5.399999,300,7.8,6.67,5.25,Media
277.600006,102900,95,5.3,-2.999999,323,5.6,11.523953,6.450096,Baja
278.299988,103110,83,2.8,-2.899998,321,4.2,9.09,5.65,Baja
276.5,103220,90,-2.099998,-0.399998,15,0.8,8.33,5.71,Baja
276.600006,103340,81,-5.999999,2.2,103,4.5,10,6.57,Baja
276,103280,77,-10.199997,5,125,9.7,4.35,4.37,Media
276.999969,103110,68,-11.299998,5.400002,107,10.3,5,4.23,Media
277.299988,102840,80,-10.699999,10.200002,143,10.8,5.56,4.91,Moderada
277.999969,102330,86,-11.5,10.3,134,11.9,7.14,5.74,Moderada
278.299988,101690,94,-11.499998,9.200002,131,11.7,8.33,6.14,Moderada
278.099976,101200,97,-7.899999,4.100001,117,10.2,9.09,5.92,Moderada
278.700012,101740,90,-2.999997,3,133,8.3,9.09,6.32,Media
277.699982,102330,100,3.1,-1.3,262,1.4,9.09,6.65,Media
276.799988,102780,100,5.7,-2.999999,305,8.8,9.09,5.5,Moderada
277.200012,103060,100,4.300002,-1.199998,287,7.5,13.79,6.83,Moderada
277.699982,102950,90,3.900002,4.6,239,6.4,12.9,8.28,Moderada
277.700012,102420,98,5.400002,11.200002,198,9,11.43,7.32,Moderada
278.399994,101980,97,8.900002,9.6,234,10.5,6.67,6.05,Moderada
277.899963,101750,98,12.100001,5.300002,248,11.6,8.33,6.32,MuyAlta
277.299988,101460,90,13.900002,1.300002,258,13.8,10,6.92,MuyAlta
277.899963,101400,87,16.200001,-6.999999,297,13.7,10.81,7.1,MuyAlta
277.399963,102490,84,12.100001,-6.799997,303,12.4,11.663012,7.671493,MuyAlta
277.100006,102750,91,10.700002,-6.2,302,10.4,10.81,7.48,Moderada
277.399994,102980,87,8.600001,-3.099998,303,7,10.81,6.55,Moderada
277.600006,102850,84,8.400002,-1.599998,284,7.6,9.09,5.92,Media
276.700012,102730,83,7.400002,-0.1,296,5.2,9.09,6.05,Media
275.899994,102430,83,5.700002,1.000002,287,6.8,6.67,5.24,Media
275.200012,102250,92,0.000002,-0.2,243,2.7,14.81,7.02,Media
276.799988,102280,71,3.400002,-4.5,301,6,12.9,6.61,Media
276.399994,102570,74,0.6,-3,302,3.8,12.9,6.56,Media
276.600006,102490,77,0.1,2.5,269,2.8,12.9,6.76,Media
276,101920,97,-3.499999,7.100001,169,6.8,8.33,7.05,Media
277.5,101120,90,-3.9,2.8,130,10.3,8.33,5.03,Moderada
277.799988,101900,89,-5.199998,-14.9,43,11.2,5.88,5.28,Media
277.899994,103070,77,-1.399998,-11.799998,6,7.3,6.25,5.29,Media
277.700012,103550,71,3.900002,-6.799998,321,7,10.266043,6.676096,Media
277.599976,103730,62,1.700001,-5.3,334,5.5,7.14,5.92,Media
277.399963,103740,72,5.6,-1.699997,273,4.7,7.69,6.26,Baja
276.600006,103740,68,5.600001,-1.199998,284,7,6.67,4.85,Baja
277.299988,103620,67,6.100003,0.100002,283,6.6,4.35,4.4,Baja
277.099976,103220,92,7.8,2.9,261,7.5,4.76,4.27,Media
277.700012,102740,87,9.600001,0.3,268,9.3,5.56,4.51,Media
277.299988,102510,86,3.300002,-6.3,341,7.8,6.25,5.28,Media
277.299988,102670,80,1.200001,-7.4,338,7.2,13.79,6.12,Media
276.699982,102880,75,-3.699998,-3.8,35,4.7,12.12,6.57,Media
276.799988,103090,81,0.500002,-3.799999,345,2.3,11.43,7.68,Baja
276.599976,103210,81,3.700001,-3.199998,294,4.6,10.81,6.73,Media
276.899963,103220,82,10.400002,-2.599997,281,7.8,10.81,6.19,Media
277.200012,103270,88,9.200003,-6.999999,313,8.7,5.56,5.39,Media
277.399994,103400,84,4,-4.9,319,6.3,6.67,5.48,Media
277.199982,103470,87,4.8,-3.3,302,6.4,12.12,5.29,Media
277.599976,103400,88,8.2,-2,292,8.5,12.9,6.08,Media
276.799988,103230,99,8.400002,0.500002,270,8.1,12.9,6.25,Media
277.399963,103030,94,8.400002,1.400002,266,7.7,12.9,5.79,Media
277.600006,102590,92,10.300001,5.900003,245,9.5,11.43,5.9,Moderada
278.799988,102050,88,17,3.100002,257,13.8,6.67,5.47,MuyAlta
277.100006,101940,83,18.800001,-5.099998,280,15.2,8.33,6.78,MuyAlta
277.299988,101910,83,18.800001,-5.999999,295,15.4,10,7.42,MuyAlta
276.899994,102020,65,17.200001,-8.7,303,18,10.81,8.14,MuyAlta
277.399963,102130,69,16,-8,303,15,12.9,8.4,MuyAlta
276.600006,101940,82,11.1,0.5,274,9,10.81,7.66,Moderada
277.399963,100990,94,12.100003,8.000003,229,11.4,10,6.68,MuyAlta
276.899963,100370,79,25.300001,-0.899997,274,17.2,9.09,7.02,MuyAlta
275.600006,100490,85,23.900002,-5.9,290,18.4,12.9,8.21,MuyAlta
275.200012,100460,76,19.6,-9.499998,296,16.7,12.9,8.52,MuyAlta
276.100006,100610,77,18.400002,-10.399999,299,17.2,13.79,8.71,MuyAlta
276.499969,100920,71,15.9,-10.7,301,15.4,12.12,8.99,MuyAlta
276.699982,101280,77,14.100003,-7.9,310,13.8,12.12,8.01,MuyAlta
276.600006,101480,81,10.500002,-1.6,274,9.6,12.12,7.49,MuyAlta
277.700012,100790,81,19.299999,-2.6,283,16.2,10,6.88,MuyAlta
276.700012,101000,76,18.6,2.1,271,15.1,10.81,7.62,MuyAlta
276.699982,100920,82,20.9,-1,282,17.4,10.81,8.1,MuyAlta
274.899963,101080,80,17.6,-3.1,289,15.9,13.79,9.39,MuyAlta
275.899994,100960,69,14.1,-1.899998,284,14.5,13.79,9.22,MuyAlta
277.299988,100450,89,9.600001,7.3,256,12.5,12.12,7.57,Moderada
276.299988,100110,88,11.1,-4.3,296,10.2,10,7.21,MuyAlta
274.100006,100200,79,13.600001,-10.599998,304,10.8,10,6.69,MuyAlta
272.700012,100320,67,11.6,-13.499998,306,13.3,11.43,7.79,MuyAlta
274.700012,100410,78,7.4,-14.899999,334,13.1,11.43,7.65,MuyAlta
275.5,101070,87,1.7,-17.199997,350,15.3,12.9,7.76,MuyAlta
275.099976,101400,92,3.500001,-13.999998,329,12.1,9.09,7.58,MuyAlta
275.799988,101600,82,1.7,-12.799998,342,9.3,9.09,7.42,Moderada
275.899994,101870,88,0.6,-11.499998,14,9.1,10,7,Moderada
275.899963,102180,77,-1.9,-11.399999,6,11.5,10.81,6.68,Moderada
274.600006,102370,81,-2.399998,-11,11,10.1,10,6.56,Moderada
275.100006,102670,64,-2.799997,-7.999999,10,8.1,8.33,6.07,Moderada
275.899994,102440,82,-2.399998,-4.999997,49,3.9,8.33,6.38,Baja
276.199982,102300,82,-5.299998,-2.5,74,4.9,7.14,5.85,Baja
276.600006,102030,75,-5.799998,1.4,100,6,6.25,4.79,Baja
276.899994,101960,79,-6.399999,1.7,112,6.2,5.88,3.99,Baja
277.799988,101950,71,-6.5,0.4,74,5.1,13.79,4.84,Media
277.399963,102220,84,-5.899999,-3.9,46,5.7,10,6.87,Media
277.600006,102410,91,-2.999997,-4.6,17,3,10,7.55,Media
278.099976,102600,94,1.1,-4.999997,339,4.7,11.43,7.42,Media
278.799988,102610,90,5.200002,-5.699998,311,5.4,12.12,6.32,Media
277.200012,102800,84,4.9,-5,323,7.8,4.76,4.99,Baja
277.100006,102820,90,4.200002,-4.599998,319,5.2,6.25,5.33,Baja
277.100006,102860,88,3.000001,-0.4,304,3,6.67,5.58,Baja
277.700012,102730,85,1.800002,-0.8,297,2.8,7.14,5.29,Baja
277.100006,102710,98,2.7,-1,268,1.2,5.88,5.66,Baja
276.899994,102640,97,3.5,-2.399998,304,3.1,7.69,4.89,Baja
277.099976,102720,93,4.2,-2.299999,293,2.9,8.33,4.94,Baja
276.600006,102640,80,5.400002,-1.299999,327,2.4,12.12,5.8,Baja
276.299988,102300,86,6.600003,5.200002,266,6.5,7.14,4.61,Baja
275.599976,101840,95,7.300002,6.8,224,8.5,14.81,4.62,Media
276.799988,101570,84,8.200002,2.000001,239,7.2,6.25,4.86,Media
276.799988,101310,92,9.000002,-1.399998,297,7.5,7.14,5.48,Media
276.599976,101020,91,8.300001,-0.499998,263,6.4,8.33,5.34,Media
276.600006,100230,90,4.1,3,216,5.1,10.81,5.81,Media
276.899994,99530,96,3.300002,13.300001,186,12,4.76,4.84,Moderada
277.899963,98900,80,14.1,10.2,238,13.4,7.14,5.85,MuyAlta
275.699982,99070,60,14.3,5.100001,251,12.8,10,7.38,MuyAlta
275.799988,99500,66,6.400002,10.4,213,13.2,13.79,8.89,MuyAlta
276.100006,99630,61,3.8,12.8,189,11.4,12.9,8.53,Moderada
275.700012,99780,84,3.5,11.1,208,9.1,12.12,7.53,Moderada
275.899963,100130,75,-1.9,7.7,182,7.6,12.12,7.54,Moderada
276.699982,100180,71,-4.599998,3.1,142,6.3,10.81,7.69,Moderada
277.399994,100020,86,-5,-0.399998,109,3.3,14.81,8.8,Moderada
277.799988,99500,86,-6.299998,-3.699997,54,13.3,11.43,6.36,Moderada
278.600006,99050,89,-3.799999,9.000002,131,11.5,7.69,5.98,MuyAlta
277.599976,99680,77,11.000002,14.3,204,13.3,11.43,7.55,MuyAlta
276.399963,100870,79,7.5,8,226,12.5,10,7.58,Moderada
275.999969,101180,69,-1.5,-0.7,215,3,10,7.24,Moderada
277.399963,100720,76,-8.499998,-5.399997,53,7.3,10,7,Moderada
278.999969,99830,88,-10.7,-8.599997,43,15.7,5.88,5.42,Media
279.299988,99100,97,-13.199999,4.6,113,10.9,6.67,5.68,MuyAlta
278.899994,99110,95,-11.7,9.2,114,16.3,11.43,7.78,MuyAlta
277.499969,99390,93,-7.9,13,131,13.7,13.79,8.73,MuyAlta
279.099976,99560,75,-6.9,8.4,134,11.5,11.43,7.48,Moderada
279.600006,99510,77,-4.6,3.9,125,9.2,10,6.21,Media
278.700012,99550,79,-0.099997,-2.1,91,3.1,10,6.74,Media
278,100090,89,4.300003,-4.999999,298,8.8,10,5.7,Moderada
278.100006,100510,97,6.600001,-6.9,305,12,6.67,5.46,Moderada
277.799988,101480,93,5.300002,-4.599998,329,6.9,10.266043,6.676096,Media
277.700012,101820,80,4.100001,-2.1,316,4.2,7.14,6.15,Media
277.699982,101930,84,4.3,1.200001,269,4.4,10,6.76,Media
277.299988,101970,90,3.100002,3.1,233,4.1,10,6.71,Baja
277.600006,101950,95,3.100002,4.9,228,4.6,7.69,5.72,Baja
277.799988,101990,95,2.3,5.400002,215,5.2,9.09,5.61,Baja
278.699982,101900,93,1.700003,3.700001,251,3.6,10,5.46,Media
278.5,101760,93,-0.3,2.000003,198,2.8,8.33,6.81,Media
278.399994,101580,95,-1.099998,1.700003,176,0.2,14.81,8.4,Moderada
278.399963,101640,89,-1.999998,0.800002,322,0.9,12.9,9.48,Media
278.799988,101780,89,0.300002,-0.6,333,4,12.9,9.06,Media
277.700012,102050,98,1.600002,-1.099998,309,3.6,12.9,8.9,Media
277,102110,100,3.100002,0.7,310,3.4,10,7.47,Media
277.600006,102360,100,4.100001,0.500002,288,4.3,10.81,7.97,Baja
277.599976,102490,100,6.2,2.500003,252,6,10,6.33,Baja
277.399994,102600,95,8.800001,1.6,281,7.7,9.09,5.18,Media
277.100006,102470,92,11.800003,1,260,8,5.26,5.1,Media
277.199982,102350,93,12.400002,1.600002,257,9.5,12.12,5.36,Moderada
278.399994,102120,91,13.900002,-2.7,294,10.8,6.67,5.87,Moderada
276.799988,102350,75,12.4,-7.6,306,14,11.663012,7.671493,MuyAlta
277.399994,102220,60,14.100001,-6.5,301,13.7,12.12,7.73,MuyAlta
276.299988,101350,64,11.000002,-13.499998,314,14.2,11.663012,7.671493,MuyAlta
277.100006,101250,68,9.7,-13.8,342,13,12.12,7.78,MuyAlta
276.899963,101170,68,3.2,-14.299998,335,13.4,12.12,7.5,Moderada
276.799988,101050,61,-2.5,-11.699999,23,6.2,10.81,7.28,Moderada
276.399963,101010,60,-1.8,-12.9,19,12,10.81,6.61,Moderada
276.599976,100690,64,3.2,-15.299997,346,10.3,8.33,6.33,Moderada
278,100370,61,0.4,-14.1,5,12,8.33,5.84,MuyAlta
278.200012,100270,65,0.600002,-16,10,13.4,9.09,6.45,Moderada
277.799988,100580,72,1,-12.9,348,8.3,9.09,6.84,Moderada
277.299988,100750,78,1.300002,-10.599998,347,8.9,9.09,5.83,Moderada
278.100006,101040,67,1.700001,-5.3,22,3.5,7.69,6.15,Media
277.899994,101070,66,6.900002,-5.199998,294,4.9,6.67,5.65,Media
276.399994,101110,70,7.1,-2.199998,285,6.2,6.67,5.04,Baja
276.399963,100760,72,6.300002,-1.999997,272,6,5.88,4.65,Baja
276.799988,100670,71,7.3,-1.599998,265,7.3,5.56,4.4,Media
276.699982,100510,71,10.700002,-4.599998,293,8.5,6.67,4.83,Media
276.199982,100630,78,10.200002,-4.099997,289,8.8,8.33,5.88,Media
276.100006,100500,78,7.6,0.800002,268,6.2,9.09,6.11,Media
276.499969,100170,85,-0.2,4.300002,218,5.8,9.09,6.15,Baja
277.299988,99780,89,-3.499999,2.8,113,6.1,8.33,5.97,Media
277.299988,99590,89,-6.299998,6.1,116,10.5,4.55,4.62,Moderada
277.499969,99190,98,0.5,9.1,126,11.1,6.25,5.29,Media
277.799988,99380,93,12.9,6.1,246,9.8,9.09,5.61,Moderada
277.799988,99800,84,16.600002,4.300002,262,11.5,9.09,6.35,Moderada
277.399963,100320,89,16.1,5.2,252,13.2,9.09,6.37,MuyAlta
277.299988,100980,94,16.800001,2.7,257,13.3,10,7.03,MuyAlta
277.5,101720,84,13.8,1.9,267,12.7,10,6.69,Moderada
277.200012,102240,85,11.000002,1.400002,269,10.3,10,6.7,Moderada
276.999969,102550,81,6.000001,1.8,256,7.4,10,6.32,Media
276.399994,102680,80,2,0.6,221,3.5,10,6.46,Media
276.999969,102650,76,-2.8,-1.099998,249,1.1,10,6.57,Media
277.499969,102620,79,-5.899999,-3.4,71,1.1,9.09,6.98,Media
277.399994,102380,87,-7.199998,-4.5,65,5,10,6.86,Baja
276.600006,102280,96,-4.799998,-7.6,29,4.2,9.09,6.83,Baja
277.099976,102450,81,-0.6,-9.699999,6,6.9,9.09,4.83,Baja
277.5,102680,72,4.000001,-7.4,322,7.9,9.09,4.43,Media
276.399994,102830,79,5.800002,-5.3,317,6.5,5.56,4.57,Baja
275.799988,102910,92,6.900002,-2.7,306,7.2,6.25,4.85,Baja
276.599976,102920,77,7.000001,0.300002,286,8.5,7.14,4.73,Baja
276.5,102900,70,8.6,-1.799999,281,8.3,10,4.99,Media
275.799988,102910,72,9.700002,-3,285,8.5,6.67,5.3,Media
277,102780,71,5.9,-5.999999,336,7.6,8.33,5.52,Media
277.899994,102890,64,2.800002,-6.699998,10,7.7,8.33,5.34,Baja
277.799988,102870,63,2.3,-8.4,359,6.1,7.14,5.15,Media
277.200012,103100,63,1.9,-7.499999,344,4.4,11.43,5.64,Baja
277.200012,102990,68,4.1,-7.899999,330,6.6,10.81,4.71,Baja
278.100006,102900,62,4.6,-5.5,333,6.8,4.35,4.7,Baja
277.799988,102490,73,9.900002,-4.199998,293,7.8,5.88,4.4,Media
276.899994,102070,73,9.200002,-4.099998,301,8.3,5.26,4.75,Media
277.599976,101750,70,4.8,-7.699998,10,8.8,6.67,5.03,Media
278.100006,101730,56,-1.399998,-7.899999,14,6.5,7.14,4.83,Media
278,101730,56,-1.499998,-7.2,25,4,6.67,5.56,Media
275.799988,101630,62,-0.5,-4.5,56,2.8,8.33,5.59,Media
275.299988,101480,66,2.5,-3.799999,351,3,7.14,6.17,Baja
276.200012,101320,57,3.000001,1.100002,233,3.8,7.69,5.89,Baja
276.399994,101270,67,3.600002,1.8,256,3.1,7.14,5.46,Baja
276.100006,101250,71,2.000001,5.3,232,2.6,6.67,5.41,Baja
275.700012,101250,83,0.700002,5.200003,203,5.1,8.33,4.18,Baja
277.199982,101320,70,-4.799998,4.700002,162,5.1,8.33,4.53,Baja
277.799988,101120,69,-10.299998,2.300002,128,9,3.85,4,Media
278.099976,100690,66,-14.299998,-0.399998,83,11.3,6.25,5.11,Moderada
279.199982,100160,59,-17.299999,-5.899999,82,13,8.33,6.14,MuyAlta
279.699982,99720,64,-18.699997,-8.599998,68,13.9,10,6.75,MuyAlta
279.5,99240,79,-18.6,-8.5,81,13.2,11.43,7.23,MuyAlta
279.599976,99000,89,-16.899998,-5.3,76,13.8,11.43,7.93,MuyAlta
279.399994,98950,94,-17.200001,-3,89,12.3,10,7.48,MuyAlta
280.099976,98920,86,-14.199999,-2.7,93,12,10,7.13,MuyAlta
279.700012,99020,87,-12.299998,-1,88,10.6,10.81,7.23,Moderada
279.299988,99140,93,-11.099998,-0.5,100,8.6,10.81,7.51,Moderada
278.699982,99140,98,-12.1,-1.199997,80,8.5,10,6.66,Moderada
279.199982,99260,93,-11,-1.1,94,8.7,9.09,6.31,Moderada
279.499969,99450,86,-7.6,-1.799997,59,6.2,8.33,6.3,Media
279.700012,99670,84,-7.2,1.600002,70,6.8,7.69,5.78,Media
279.199982,99710,90,-2.999997,2.9,70,5.9,7.69,5.5,Baja
278.600006,100080,93,-1.299999,7.3,152,7,7.69,4.73,Baja
278.799988,100430,90,-2.099998,7.500001,165,6.2,5,4.95,Baja
278.999969,100540,90,-7.399999,5.800002,139,8.1,10,5.13,Media
