@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10'

@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}
@attribute ExtremeValue {no,yes}

@data
99120,3,98,4.5,7.85,10.3,-261.55,-268.45,Media,no
98900,2,123,6.2,9.49,10.2,-261.55,-267.65,Media,no
98560,-1.099991,82,8.8,8.03,10.3,-261.65,-267.15,Media,no
98110,-4.800003,72,13.1,5.95,10.3,-261.65,-266.15,Moderada,no
97890,-4,27,18.8,5.79,9.3,-261.65,-265.45,Moderada,no
97840,-0.3,86,8.8,6.43,11.4,-261.65,-263.35,Moderada,no
97920,1.200001,113,8.1,7,11.1,-261.65,-264.25,Moderada,no
97970,-1,89,3.1,7.43,10.6,-261.65,-264.15,Moderada,no
98240,-3.799999,300,6.5,7.73,10.7,-261.55,-264.45,Moderada,no
98600,-0.1,298,12.1,5.98,10.3,-261.65,-268.05,Moderada,no
98870,1.6,251,11.7,6.29,9.2,-261.75,-269.75,Moderada,no
98980,3.4,213,7.8,6.58,8.9,-261.75,-271.55,Moderada,no
98720,3.100002,130,8.1,7.47,9,-261.75,-269.25,Media,no
98270,-1.9,85,9.6,6.41,9.6,-261.75,-267.85,Media,no
97850,-7.899997,67,11,5.67,9.9,-261.85,-266.75,Moderada,no
97460,-8.599998,71,11.1,6.09,9.3,-261.85,-265.75,Moderada,no
97340,-6.599998,42,8.8,6.82,11.1,-261.75,-264.75,Moderada,no
97350,-4.5,24,10.5,6.35,10.4,-261.85,-265.05,Moderada,no
97630,5.8,228,9,7.43,10,-261.85,-265.85,Moderada,no
98100,13.000002,203,18.6,6.48,9,-261.95,-266.45,Moderada,no
98620,11.3,173,15.1,6.3,9.6,-261.95,-270.35,Moderada,no
99010,2.400002,121,8,6.19,9.7,-262.05,-271.25,Media,no
99200,-6.499999,31,11,5.74,10.2,-262.05,-270.85,Moderada,no
99660,-10.999998,24,12.6,5.84,10.5,-262.05,-267.05,Moderada,no
100130,-9.8,18,11.7,5.54,10.6,-262.05,-267.85,Moderada,no
100600,-7.799998,3,7.3,6.44,10.4,-262.15,-267.15,Media,no
100810,-7.8,358,6.9,6.18,10,-262.15,-268.35,Media,no
100940,-6.899999,312,4.9,7.21,9.8,-262.15,-270.45,Media,no
100980,-6.999999,339,5.4,6.2,9.2,-262.15,-268.95,Media,no
100990,-5.9,318,6.1,7.17,8.9,-262.15,-269.75,Media,no
100930,-5.099997,304,3.3,6.2,8.4,-262.15,-268.55,Media,no
100910,-5.3,341,6.2,5.82,9,-262.15,-269.05,Baja,no
100930,-5.299998,302,5.8,5.65,9.7,-262.15,-269.35,Baja,no
101080,-3.799999,291,8.3,5.09,8.8,-262.15,-268.95,Baja,no
101170,-1.299999,276,7.1,5.09,8.4,-262.15,-271.05,Baja,no
101200,-0.5,250,4.8,5.23,7.9,-262.25,-272.65,Baja,no
101170,-1.299999,217,4.6,5.12,8,-262.25,-271.45,Baja,no
101150,-3.699998,22,4.2,5.78,8.1,-262.25,-271.15,Baja,no
101010,-6.3,22,6.3,4.98,8.4,-262.25,-273.85,Baja,no
100850,-8.199999,49,8.5,3.83,8.2,-262.15,-272.45,Baja,no
100510,-9.3,47,10.6,4.73,9,-262.25,-270.15,Baja,no
100360,-8.199999,40,8.8,4.43,9,-262.25,-268.95,Media,no
100040,-6.299998,51,11,5.98,9.5,-262.25,-269.05,Moderada,no
99830,-1.599998,42,5.1,7.13,9.1,-262.25,-271.65,Media,no
99690,3.6,101,3.8,7.32,9.1,-262.25,-272.05,Moderada,no
99640,8,140,9.2,6.98,8.5,-262.35,-269.45,Media,no
99820,8.4,215,8,6.19,8.7,-262.35,-270.85,Media,no
100000,7.900002,180,9.7,6.34,8.4,-262.45,-270.95,Moderada,no
100150,4.1,169,5.9,8.07,8.3,-262.35,-270.85,Moderada,no
100140,0.500003,196,7.7,8.51,7.2,-262.35,-269.75,Moderada,no
100060,1.300002,55,1.8,8.29,7.5,-262.35,-271.35,Moderada,no
99910,0.600002,293,6.5,8.35,8.5,-262.45,-270.35,Moderada,no
99830,3.3,267,10.6,6.92,8.7,-262.35,-269.75,Moderada,no
99840,1.6,271,13.6,6.31,7.2,-262.35,-268.85,Media,no
99820,0.9,279,9.6,5.84,6.4,-262.35,-271.25,Moderada,no
99600,6.300003,218,9.1,6.28,7.7,-262.45,-271.95,Media,no
98930,10.4,149,13.7,5.65,8.8,-262.45,-266.15,Moderada,no
98880,6.3,252,14.7,5.67,8.8,-262.45,-266.55,Moderada,no
99240,6.100001,240,13.9,6.54,9.4,-262.45,-266.75,MuyAlta,no
99220,11.3,219,13.5,7.32,9,-262.55,-268.55,MuyAlta,no
99350,7.200003,242,12.8,7.35,8.5,-262.55,-269.55,MuyAlta,no
99520,7.400002,236,15.6,8.1,9.3,-262.65,-268.45,MuyAlta,no
99900,5.9,230,13.2,7.51,9,-262.65,-268.45,MuyAlta,no
100210,6.100003,231,15.1,8.52,8.5,-262.75,-270.45,MuyAlta,no
100460,7.200002,207,10.8,8.4,7.7,-262.85,-269.65,MuyAlta,no
100340,8.6,183,10.5,9.04,9.2,-262.85,-268.25,Moderada,no
100090,3.500001,171,7.2,7.79,9.1,-262.85,-269.15,Moderada,no
99640,0.100002,125,7.2,8.17,8.6,-262.85,-269.95,Moderada,no
99410,-5.499999,299,5.7,8.03,6.8,-262.85,-269.55,Media,no
99480,-0.799998,275,12.8,5.95,8.1,-262.85,-268.95,Moderada,no
99840,2.7,263,11.1,6.46,7.8,-262.95,-270.15,Moderada,no
100160,8.200002,208,11.5,5.73,7.2,-262.95,-270.25,Moderada,no
100380,8.8,216,11.7,6.44,8.5,-262.95,-270.15,Moderada,no
100590,8.900002,197,12.7,6.21,8.7,-262.95,-270.05,Moderada,no
100390,7.100003,191,15.2,6.13,7,-263.05,-270.25,Media,no
99930,2.6,126,7.2,6.16,8,-263.05,-270.15,Media,no
99490,-0.1,281,4.1,6.73,7.4,-263.05,-269.85,Media,no
99560,3.8,236,9.6,6.11,6.9,-263.05,-269.95,Media,no
99760,7.000001,207,8.8,5.66,7.2,-263.15,-271.05,Media,no
99860,9.400002,164,9,5.96,8.2,-263.05,-270.15,Moderada,no
99400,10.800001,128,15.4,5.77,9.8,-263.15,-267.25,MuyAlta,no
99440,8.9,123,18.3,6.46,9.6,-263.15,-265.55,MuyAlta,no
100070,10.300001,172,11,7.61,9.9,-263.25,-266.25,Moderada,no
100310,14.200002,163,11.7,6.71,10.1,-263.25,-265.65,MuyAlta,no
100540,14.800003,173,13.9,7.71,9.9,-263.25,-266.65,MuyAlta,no
100880,10.3,189,10.4,7.89,8.8,-263.25,-266.85,MuyAlta,no
101060,9.700003,211,10.4,7.8,8.5,-263.35,-269.25,Moderada,no
101310,7.000001,202,11.5,7.3,9.1,-263.45,-269.85,MuyAlta,no
101530,0.4,260,9.5,7.88,9.1,-263.45,-267.25,Moderada,no
101860,-0.3,257,7.2,6.77,8.5,-263.45,-267.55,Moderada,no
102150,4.6,245,9.3,7.12,8.5,-263.45,-269.65,Media,no
102310,6.300002,183,10,6.34,9.1,-263.45,-268.95,Media,no
102280,9.300001,172,10.9,6.02,9.2,-263.45,-268.25,Moderada,no
102280,10.000003,168,9.7,6.43,9.7,-263.45,-268.35,Moderada,no
102270,9.2,171,10.3,7.57,9.6,-263.45,-266.15,Moderada,no
102290,6.5,162,8.7,7.66,9.8,-263.35,-265.45,Moderada,no
102200,5.500001,141,7.2,7.34,9.6,-263.45,-266.45,Moderada,no
101960,5.700002,117,13.1,6.54,9.3,-263.35,-267.35,Moderada,no
101760,9.9,128,15.1,5.71,8.9,-263.35,-265.65,Moderada,no
101860,6.5,124,13.6,6.45,9.6,-263.35,-266.75,Moderada,no
101650,4.800002,117,14,5.98,9.8,-263.35,-265.75,Moderada,no
101490,6.5,117,16.6,6.17,9.9,-263.35,-265.65,Moderada,no
101480,7.700002,119,14.9,6.33,10.1,-263.45,-265.05,MuyAlta,no
101490,6.1,123,15.2,6.74,10.2,-263.45,-265.65,MuyAlta,no
101450,5.5,115,15.5,6.88,9.9,-263.45,-266.05,MuyAlta,no
101370,3.8,107,15.6,7.56,9.5,-263.45,-266.75,MuyAlta,no
101400,4.900002,110,14,7.84,9.1,-263.55,-267.95,MuyAlta,no
101490,4.6,111,12,7.61,8.9,-263.55,-268.75,Moderada,no
101470,3.400003,113,12.2,6.91,8.9,-263.55,-269.85,Moderada,no
101430,5.4,116,13,7.28,9.1,-263.55,-268.85,Moderada,no
101650,5.8,116,13.8,6.58,9.4,-263.55,-268.85,Moderada,no
101790,5.9,118,12.3,6.79,9.4,-263.65,-268.05,Moderada,no
101800,4.600003,110,12.3,6.06,9,-263.55,-269.05,Moderada,no
101680,5.800003,111,12.6,6.31,8.8,-263.65,-269.35,Moderada,no
101590,5.6,114,14.9,5.63,9.1,-263.65,-268.95,Moderada,no
101590,8.400002,118,16.7,6.66,9.3,-263.65,-266.65,Moderada,no
101570,4.700002,117,14.6,6.57,9.8,-263.65,-265.35,MuyAlta,no
101160,5.5,111,17.4,6.78,9.6,-263.75,-265.95,MuyAlta,no
100930,12.900002,118,20,7.19,10.3,-263.75,-264.85,MuyAlta,no
101350,13.900002,152,15.3,7.47,10.2,-263.75,-264.55,Moderada,no
101860,8.4,173,10.1,7.33,9.6,-263.75,-266.45,MuyAlta,no
102230,4.500003,199,8.5,8.16,8.5,-263.75,-265.95,Moderada,no
102150,0.800002,130,6.8,7.49,8.6,-263.75,-267.85,Moderada,no
101750,0.700002,102,10.5,6.67,9.1,-263.75,-265.95,Moderada,no
101100,2.200001,106,14.5,5.8,9.4,-263.75,-264.65,Moderada,no
100160,4.800003,102,19.6,6.27,9.1,-263.65,-266.75,MuyAlta,no
99240,7.900002,107,20.9,6.91,9.1,-263.75,-265.25,MuyAlta,no
99390,11.800001,165,14.4,7.99,10.2,-263.65,-263.55,MuyAlta,no
100510,2.000001,247,11.6,7.69,9.2,-263.75,-268.35,MuyAlta,no
101160,2.200001,240,8.3,7.48,8.9,-263.75,-269.65,Moderada,no
101290,6.3,213,5.6,7.78,8.9,-263.85,-268.75,Moderada,no
101200,6.600001,168,7.8,7.92,8.7,-263.75,-268.65,Moderada,no
101040,8.9,172,9,7.09,9,-263.75,-267.35,Moderada,no
100730,8.8,161,8.4,7.86,9,-263.75,-265.75,Moderada,no
100230,10.100001,146,11.5,6.68,8.8,-263.85,-267.85,Moderada,no
99400,10.600001,134,15.9,5.64,8,-263.85,-268.65,Moderada,no
98550,11.200002,125,16.6,6.32,8.3,-263.95,-268.35,MuyAlta,no
98110,6.5,121,19.2,7.56,7.8,-263.85,-267.75,MuyAlta,no
98200,6.5,242,10.3,9.19,8.1,-263.95,-268.85,MuyAlta,no
98280,8.3,217,13.1,9.21,8.2,-263.95,-269.65,MuyAlta,no
98320,7.3,205,11.4,8.17,8.1,-263.95,-269.55,MuyAlta,no
98430,7,169,10.9,8.17,7.8,-264.15,-269.35,Moderada,no
98720,6.6,229,10.1,7.51,7.9,-264.15,-270.65,Moderada,no
99010,4.7,264,8,7.84,7.4,-264.25,-269.65,Moderada,no
99300,5.100001,230,5.7,7.94,7.9,-264.15,-269.85,Moderada,no
99620,6,200,7.4,7.7,7.8,-264.15,-269.25,Moderada,no
99960,7.4,225,11.8,7.59,7.6,-264.15,-271.25,Moderada,no
100120,9.400002,202,9.3,7.13,8.2,-264.15,-269.25,Moderada,no
100270,6.200002,194,7.2,7.51,8,-264.15,-269.55,Moderada,no
100410,2.4,215,5.5,7.21,7,-264.15,-270.45,Moderada,no
100600,3.500001,246,6.2,7.45,7.4,-264.15,-271.45,Moderada,no
100870,5.5,220,8.3,7.11,8,-264.25,-268.85,Media,no
101120,5.5,246,7.1,6.62,7.9,-264.25,-268.95,Media,no
101430,5.100001,268,7.6,6.51,7.6,-264.25,-269.15,Media,no
101740,2,243,2.7,6.26,7.1,-264.25,-269.05,Media,no
101970,-0.899998,264,3.5,6.77,7.6,-264.35,-269.15,Media,no
102310,-4.199998,340,5.9,6.8,7.9,-264.25,-269.05,Media,no
102360,-5.599998,359,6.1,6.39,7.6,-264.25,-271.25,Baja,no
102320,-7.3,41,7.2,5.91,7.7,-264.35,-270.75,Baja,no
102140,-6.5,52,5.1,5.24,7.3,-264.35,-269.55,Baja,no
101910,-8.199999,4,7,5.03,7.6,-264.35,-270.85,Baja,no
101750,-9.499998,358,9.9,4.29,7,-264.35,-270.45,Baja,no
101670,-12.2,2,9.5,4.53,6.6,-264.35,-274.25,Baja,no
101800,-8.199999,324,4.4,5.61,5.9,-264.35,-271.25,Media,no
101840,-8,4,5,7.35,6.4,-264.35,-272.85,Moderada,no
102040,-4.6,34,7.7,8.12,6.2,-264.25,-276.65,Media,no
102160,-5.3,7,6.2,7.33,5.7,-264.15,-277.15,Media,no
102260,-0.8,22,3.9,7.45,5.5,-264.25,-278.35,Media,yes
102280,0.3,217,5.4,9.01,5.6,-264.05,-277.15,Media,no
102240,3.400002,249,3.7,7.99,5.8,-264.15,-277.15,Media,no
102210,2.1,222,7,8.34,7,-264.15,-274.05,Media,no
102230,3,246,11.1,5.81,6.3,-264.15,-270.65,Media,no
102110,3.400003,258,10.7,6.31,6.5,-264.25,-270.35,Media,no
102040,1.8,269,9.5,5.25,6.9,-264.25,-270.15,Media,no
101930,-1.2,296,12.4,4.88,6.9,-264.35,-269.15,Moderada,no
101900,-4.8,290,15,5.7,7,-264.35,-273.15,Moderada,no
101750,-4.6,291,14.5,5.78,6.9,-264.45,-273.25,Moderada,no
101730,-4.899997,300,12,5.92,6.7,-264.45,-272.95,Media,no
101690,-3.599998,293,9.7,5.67,6.7,-264.45,-272.95,Media,no
101770,-0.1,273,8.5,5.32,6.7,-264.45,-269.55,Media,no
101650,5.300002,233,10,5.3,8,-264.45,-269.45,Media,no
101580,7.400002,231,10.5,5.38,8.2,-264.45,-268.35,Moderada,no
101300,12,199,11.9,6.36,8.4,-264.45,-267.55,Moderada,no
101300,5.2,254,10.5,6.49,8.2,-264.45,-267.65,Moderada,no
101480,0.7,275,8.3,7.46,7.6,-264.35,-271.05,Moderada,no
101630,0,258,7.6,6.78,7,-264.45,-272.55,Moderada,no
101590,0.5,242,6.4,7.97,6.8,-264.45,-274.15,Moderada,no
101460,1.7,162,4.1,8.65,6.7,-264.45,-274.25,Moderada,no
101330,2.500003,127,7.9,8.64,6.8,-264.45,-273.15,Media,no
101050,5,110,11.2,6.81,6.4,-264.45,-271.35,Media,no
101000,4.600001,121,12.8,5.55,7.5,-264.45,-270.05,Media,no
100800,3.6,123,12.5,5.5,7.7,-264.55,-270.25,Media,no
100490,3.7,108,11,5.68,7.6,-264.55,-269.95,Moderada,no
100350,4.600003,117,13.1,5.53,7.6,-264.55,-269.45,Media,no
100060,5.200002,122,10.2,5.64,8.1,-264.65,-267.95,Media,no
99820,4.700002,112,11.3,5.21,8.1,-264.65,-266.05,Moderada,no
99560,5.3,116,10.8,5.87,8.7,-264.65,-265.55,Media,no
99500,6.1,128,10.4,5.61,8.8,-264.55,-265.25,Moderada,no
99520,5.9,142,8.7,6.07,8.3,-264.55,-265.45,Media,no
99640,7.300002,127,7.4,5.91,8.5,-264.55,-265.55,Media,no
99630,6.500001,125,13,5.12,8.5,-264.55,-265.35,Media,no
98940,7.200003,117,16.5,5.1,8.7,-264.55,-265.05,MuyAlta,no
98610,15.1,112,21.9,6.55,9.2,-264.65,-265.15,MuyAlta,no
98860,6.700002,125,12.6,7.25,8.8,-264.65,-266.35,MuyAlta,no
98290,5.400002,104,11,8.25,8.4,-264.65,-266.25,MuyAlta,no
97610,9.5,108,16.5,8,9,-264.55,-265.95,MuyAlta,no
97260,11.8,131,15.5,8.24,9.2,-264.65,-265.45,MuyAlta,no
97210,10.3,123,12.5,7.68,8.8,-264.55,-265.75,MuyAlta,no
97200,8.2,144,9.7,8.8,8.4,-264.55,-266.65,MuyAlta,no
97370,4.9,167,7,8.84,8.4,-264.65,-266.35,Moderada,no
97500,2.9,253,3.6,8.01,7.8,-264.65,-267.85,Moderada,no
97620,-0.4,330,6.1,8.5,7.8,-264.65,-268.45,Moderada,no
97880,0.1,275,6.4,8.24,7.2,-264.65,-271.15,Moderada,no
98330,2.8,204,1.3,8.59,6.6,-264.65,-269.45,Moderada,no
98340,2.3,82,5.2,8.49,6.6,-264.65,-269.45,Moderada,no
98150,-4.1,37,8.3,8.52,6.7,-264.65,-270.95,Moderada,no
98050,-6.7,6,11.6,7.73,6.3,-264.65,-268.75,Moderada,no
98190,-9.7,355,11.5,6.72,6.7,-264.65,-270.75,Media,no
98590,-5.7,314,10.2,5.94,7.2,-264.65,-270.45,Media,no
98830,-4.599998,307,9,6.9,7.1,-264.75,-270.25,Media,no
99100,-1.499998,274,8.3,6.33,6.3,-264.75,-269.85,Media,no
99310,2.5,267,6.2,6.99,6.6,-264.75,-270.75,Media,no
99540,4.400002,228,8.8,7.26,6.1,-264.75,-270.25,Media,no
99750,4.100001,253,9.8,6.91,6.8,-264.75,-271.25,Moderada,no
100040,5.700002,211,8.6,7.4,7.1,-264.75,-270.05,Moderada,no
100220,4.800002,140,5.6,7.98,7.3,-264.75,-269.85,Media,no
100050,4.500001,116,12.3,6.32,8.1,-264.75,-267.65,Moderada,no
99630,7.000001,101,15.9,5.46,7.9,-264.75,-267.25,MuyAlta,no
99090,9.900003,107,20.8,6.74,8.3,-264.75,-266.15,MuyAlta,no
99100,13.3,122,16.6,8.04,8.8,-264.75,-265.55,MuyAlta,no
99320,9.9,139,11.3,9.04,8.6,-264.75,-265.55,MuyAlta,no
99120,8.2,134,7.9,8.85,8.6,-264.75,-266.25,MuyAlta,no
98990,7.3,132,13.4,8.19,8.3,-264.85,-266.25,MuyAlta,no
98840,7.9,139,12.1,7.74,8.4,-264.85,-266.15,MuyAlta,no
98700,8.8,179,11.4,8.55,7.7,-264.85,-267.05,MuyAlta,no
98570,4.3,129,10.2,8.05,7.6,-264.85,-270.45,Moderada,no
98370,2.800002,103,10.9,7.77,7.6,-264.95,-267.95,MuyAlta,no
98620,7.700002,208,7.5,8.49,6.5,-264.95,-268.35,MuyAlta,no
99170,7.700003,227,15.5,8.18,7.1,-264.95,-270.15,MuyAlta,no
99490,8.1,201,10.2,8.58,6.8,-265.05,-271.95,MuyAlta,no
99530,5.1,177,9.3,7.88,6,-265.05,-271.25,Moderada,no
99690,2,153,4.8,8.63,6.7,-265.05,-270.55,Moderada,no
99990,-1.1,99,5.9,8.15,7.1,-265.05,-270.05,Moderada,no
99910,1.1,94,9.3,7.89,7.4,-265.15,-269.65,Moderada,no
99510,4.000003,95,9,6.43,6.5,-264.95,-268.55,Moderada,no
98720,4.500001,109,14.2,5.88,7.6,-264.95,-269.35,Moderada,no
98140,3.7,100,17.3,5.78,7.3,-264.95,-268.55,MuyAlta,no
97800,2.600002,102,19.3,6.93,7,-265.05,-268.35,MuyAlta,no
97700,5.100003,105,7.7,8.04,6.6,-265.05,-268.45,MuyAlta,no
97800,8.200002,139,13.2,8.89,7.8,-265.05,-268.65,MuyAlta,no
97660,6.500001,93,13.8,8.56,7.5,-265.05,-268.05,MuyAlta,no
97520,4.400002,94,16.5,7.96,7.2,-265.15,-267.95,MuyAlta,no
97460,6.100001,152,8.6,8.42,7.4,-265.15,-269.25,Moderada,no
97290,2.600002,113,7.9,7.49,6.9,-265.15,-269.25,Moderada,no
97030,-0.699998,8,6.7,7.82,5.8,-265.15,-269.45,Moderada,no
97260,-0.299998,285,8.7,7.14,6.8,-265.25,-269.75,Moderada,no
97730,-0.499998,262,9.1,7.3,7.2,-265.05,-269.85,Moderada,no
98220,2.600002,248,7,7.41,6.8,-265.15,-270.65,Moderada,no
98760,2.7,225,7,8.74,6.8,-265.15,-269.75,Moderada,no
99340,3.800002,217,9.3,8.08,7.3,-265.05,-269.65,Moderada,no
100030,7.300003,234,10.7,7.52,7.2,-265.05,-269.75,Moderada,no
100580,8.300001,233,14.7,6.71,7.5,-265.05,-269.75,Moderada,no
101150,8.600001,225,11.7,7.49,7.4,-265.15,-269.75,Moderada,no
101370,6.300002,207,9.2,7.24,7.5,-265.15,-271.15,Moderada,no
101080,1.7,126,8,7.99,7.3,-265.15,-269.05,Moderada,no
100100,-9.699999,86,14.3,7.08,7.2,-265.25,-270.05,Moderada,no
99640,-16.699997,45,16,5.89,6.1,-265.35,-270.45,MuyAlta,no
100160,-13.099998,357,14.8,7.84,7.3,-265.35,-268.95,Moderada,no
100770,-5.799997,309,12,7.83,7.2,-265.25,-270.05,Moderada,no
101160,-0.399998,285,13.2,6.23,6.4,-265.35,-271.25,Moderada,no
101340,2.9,253,11.6,5.92,5.9,-265.45,-272.25,Media,no
101170,10.7,198,9.3,6.04,6,-265.45,-272.25,Media,no
100790,8,189,11.7,5.6,7.2,-265.45,-267.55,Moderada,no
101090,2.000003,259,14,6.08,7.5,-265.25,-270.35,Moderada,no
101240,4.700002,246,9.8,6.85,7,-265.25,-271.35,Moderada,no
101710,-0.799998,269,14.7,7.26,7.8,-265.25,-267.95,Moderada,no
102110,-3.8,285,11,7.14,7.3,-265.25,-271.25,MuyAlta,no
102340,3.1,223,9.3,8.14,7,-265.25,-271.05,Moderada,no
102150,8.300003,175,5,8.42,6.9,-265.25,-270.55,Moderada,no
101590,3.700001,134,12.5,7.66,5,-265.25,-269.95,Moderada,no
101620,-11.799998,335,17.6,6.47,5.8,-265.25,-269.85,Moderada,no
102390,-12.7,339,11.8,7.04,6.9,-265.25,-271.95,Moderada,no
102940,-6.599998,306,9.5,6.87,7.2,-265.35,-270.75,Moderada,no
103120,-3.599998,292,7.9,7.29,6.8,-265.25,-272.05,Moderada,no
103190,1.3,288,5.6,7.61,6.7,-265.25,-272.15,Media,no
103370,1.6,197,2.9,7.91,6.5,-265.35,-272.85,Media,no
103360,5.100001,165,5.9,7.93,6.2,-265.35,-272.55,Baja,no
103330,6.7,137,9.4,5.8,6.3,-265.35,-271.75,Media,no
103150,9.3,127,13.8,5.17,6.6,-265.35,-270.95,Moderada,no
103040,10.4,128,19,6.07,6.9,-265.45,-270.35,MuyAlta,no
102850,11.200002,117,18.5,7.79,6.5,-265.35,-270.55,MuyAlta,no
102640,13.9,130,19.4,7.95,7.1,-265.45,-269.75,MuyAlta,no
102520,16.500002,134,20.7,7.8,6.8,-265.45,-268.75,MuyAlta,no
102530,15.8,144,19.5,8.34,6.7,-265.55,-268.15,MuyAlta,no
102640,14.000003,144,15.9,8.13,7.5,-265.45,-266.65,MuyAlta,no
102620,12.9,154,15,7.37,7.9,-265.45,-266.15,MuyAlta,no
102890,9.7,164,11.6,7.13,8.1,-265.35,-265.65,Moderada,no
103250,2.100002,253,7.8,7.19,7.7,-265.35,-266.15,Moderada,no
103420,-5.3,310,6.7,7.3,7.6,-265.35,-270.05,Moderada,no
103280,-5.3,344,3.1,7.35,7.4,-265.45,-269.65,Moderada,no
102790,-5.5,70,9.7,7.48,6.2,-265.35,-270.25,Media,no
101770,4.300002,80,13.3,5.73,6.1,-265.35,-268.05,Media,no
100440,9.000002,158,12.3,5.87,8,-265.35,-265.65,Moderada,no
100080,-1.099998,221,9.3,6.69,7,-265.35,-267.25,MuyAlta,no
100980,-5.699998,298,24.1,7.37,7.2,-265.35,-271.75,MuyAlta,yes
101560,-4.799998,291,21.2,8.21,6.6,-265.45,-271.95,MuyAlta,no
101930,-7.099998,289,16,7.5,6.4,-265.45,-272.85,Moderada,no
102150,-4.099997,294,15.2,6.92,6.4,-265.45,-272.85,Moderada,no
102160,-1.399998,281,9.3,7.27,6.2,-265.45,-273.15,Media,no
102150,-0.6,279,3.7,6.49,5.8,-265.45,-273.15,Media,no
101970,0.500002,65,3.3,6.91,5.6,-265.45,-272.45,Moderada,no
101750,-0.999998,80,16.5,6.34,4.9,-265.45,-270.15,Moderada,no
101470,-3.6,92,15.3,6.27,3.9,-265.55,-271.55,MuyAlta,no
101560,-6.299998,69,14.4,7.15,3.3,-265.55,-275.55,Moderada,no
101610,-9.199999,54,13,6.63,2.7,-265.65,-276.05,MuyAlta,no
101730,-5.6,40,12.3,7.27,2.6,-265.55,-278.55,Moderada,yes
101620,-8.7,41,9.6,6.99,3.2,-265.65,-278.55,Moderada,yes
101590,-6.999999,44,4.6,7.34,3.4,-265.65,-280.75,Media,yes
101350,-2.099998,78,8.2,6.94,3.3,-265.65,-279.65,Moderada,yes
100820,-2.299999,102,14.5,5.35,3.9,-265.65,-275.85,Moderada,no
100240,-3.5,76,16.1,5.77,4.1,-265.75,-273.85,Moderada,no
100250,0.500002,87,17.5,6.22,4.6,-265.75,-270.05,MuyAlta,no
100520,2.600002,98,14.8,7.18,5.8,-265.75,-268.45,Moderada,no
100640,2.400003,108,11.3,6.93,6.9,-265.75,-266.75,Moderada,no
100470,-2,76,9.8,7.33,6.9,-265.75,-266.65,Moderada,no
100340,-2,66,12.5,6.94,7.1,-265.75,-267.55,MuyAlta,no
100790,0.2,48,12.3,7.23,6.8,-265.75,-267.45,Moderada,no
101170,2.900002,51,8.4,7.38,6.6,-265.75,-267.05,Moderada,no
101110,5.300002,105,7.5,7.34,7,-265.75,-266.55,Moderada,no
100760,7.700002,112,14.3,6.31,8,-265.75,-265.55,Moderada,no
100830,9.2,117,15.1,6.26,7.9,-265.75,-265.75,MuyAlta,no
100820,7.800002,125,15.2,7.27,8.1,-265.75,-265.75,MuyAlta,no
100930,5.900003,119,5,7.8,7.3,-265.75,-266.25,Moderada,no
100880,3.300002,153,4.6,7.43,7.1,-265.75,-266.35,Moderada,no
100760,1.3,254,2.8,7.2,6.8,-265.75,-266.75,Moderada,no
100740,1,288,4.1,7.66,6.1,-265.75,-267.45,Moderada,no
100840,-0.899998,282,4,7.32,5.8,-265.75,-267.85,Media,no
101040,0.3,294,5.1,7.48,6.2,-265.75,-267.65,Media,no
101110,0.600002,276,5.7,7.14,6.5,-265.75,-267.05,Media,no
101070,-0.2,271,4.9,7.18,6.5,-265.75,-267.15,Media,no
101030,4.2,174,5.8,7.36,6.3,-265.75,-267.45,Baja,no
100970,3.400002,132,7,6.23,6.7,-265.85,-268.25,Media,no
100820,3.000001,119,9.3,5.2,6.9,-265.85,-266.75,Media,no
100640,3.4,103,10.8,4.96,7.1,-265.85,-266.65,Media,no
100480,7.000001,145,7.2,5.72,7.3,-265.75,-266.25,Media,no
100560,10.900002,155,10.7,5.42,7.8,-265.85,-265.85,Media,no
100030,9.400002,123,16,5.22,7.8,-265.75,-266.15,MuyAlta,no
99520,13.1,117,17.7,6.64,7.9,-265.75,-266.05,MuyAlta,no
99330,12.8,135,16.2,6.53,8.6,-265.75,-265.35,MuyAlta,no
99460,14.100003,156,13.7,7.14,8.3,-265.75,-265.35,MuyAlta,no
100180,13.500002,197,14.5,7.2,8.3,-265.75,-267.65,MuyAlta,no
