@relation AlturaOla-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
284.299988,98560,-17.899994,355,14.6,18.2,7.14,6.2,12,6.2,MuyAlta
285.200012,98650,-17.199997,345,14.1,18.2,8.33,6.86,11.9,8.2,MuyAlta
285.400024,98840,-15.399994,34,9.5,12.2,9.09,7.7,11.8,6.6,MuyAlta
285,99060,-11.899994,42,8.2,9.5,11.43,7.26,11.8,6.4,Moderada
284.400024,99040,-12.599991,43,9.8,11.7,10,6.71,11.8,5.8,Moderada
283.900024,99010,-13.399994,30,9.6,11.8,9.09,6.39,11.8,6.7,Moderada
284.100006,99040,-12.5,18,10.3,12.3,9.09,6.51,11.7,7.7,Moderada
284.299988,99200,-11.099991,352,11,13.4,9.09,5.79,11.7,6.7,Moderada
283.900024,99400,-9.300003,337,11.8,13.7,8.33,5.86,11.7,6.9,Moderada
284,99600,-4.899994,318,11,13,7.69,5.68,11.7,7.5,Media
283.600006,99760,-3.300003,312,10,12.2,7.14,4.9,11.6,7.7,Media
283.299988,99860,1.300003,278,9.5,11,5.26,4.75,11.6,7.3,Baja
282.799988,99790,3,264,5.2,6.4,7.69,4.83,11.6,5.4,Baja
281.900024,99570,4.199997,242,2,2.8,11.43,5.71,11.5,5.2,Baja
281.299988,99350,3.100006,144,2.1,2.9,12.12,7.06,11.5,4.5,Baja
281.600006,99120,3,98,3.3,4.5,12.12,7.85,11.6,4.7,Media
282.700012,98900,2,123,4.7,6.2,14.81,9.49,11.6,5.5,Media
283.5,98560,-1.099991,82,7.5,8.8,12.9,8.03,11.5,6,Media
284.200012,98110,-4.800003,72,10.7,13.1,12.12,5.95,11.5,7,Moderada
284.200012,97890,-4,27,15.5,18.8,5.88,5.79,11.5,7.7,Moderada
284.499969,97840,-0.3,86,7.2,8.8,8.33,6.43,11.5,9.8,Moderada
284,97920,1.200001,113,6.5,8.1,10.81,7,11.5,8.9,Moderada
284.100006,97970,-1,89,2.1,3.1,10.81,7.43,11.5,9,Moderada
284.600006,98240,-3.799999,300,4.5,6.5,10.81,7.73,11.6,8.7,Moderada
282.799988,98600,-0.1,298,10,12.1,7.69,5.98,11.5,5.1,Moderada
280.499969,98870,1.6,251,9.8,11.7,11.43,6.29,11.4,3.4,Moderada
281.399994,98980,3.4,213,6.6,7.8,10,6.58,11.4,1.6,Moderada
282.499969,98720,3.100002,130,6.2,8.1,10.81,7.47,11.4,3.9,Media
282.499969,98270,-1.9,85,6.9,9.6,9.09,6.41,11.4,5.3,Media
282.600006,97850,-7.899997,67,8.4,11,9.09,5.67,11.3,6.4,Moderada
283.199982,97460,-8.599998,71,9.3,11.1,9.09,6.09,11.3,7.4,Moderada
283.399994,97340,-6.599998,42,7,8.8,9.09,6.82,11.4,8.4,Moderada
282.799988,97350,-4.5,24,8.2,10.5,8.33,6.35,11.3,8.1,Moderada
282.600006,97630,5.8,228,7.1,9,10,7.43,11.3,7.3,Moderada
282.599976,98100,13.000002,203,14.8,18.6,9.09,6.48,11.2,6.7,Moderada
282.299988,98620,11.3,173,12.2,15.1,8.33,6.3,11.2,2.8,Moderada
281.600006,99010,2.400002,121,6.3,8,9.09,6.19,11.1,1.9,Media
282.799988,99200,-6.499999,31,9.4,11,10.81,5.74,11.1,2.3,Moderada
283.899963,99660,-10.999998,24,10.7,12.6,11.43,5.84,11.1,6.1,Moderada
283.699982,100130,-9.8,18,10.2,11.7,7.69,5.54,11.1,5.3,Moderada
283.199982,100600,-7.799998,3,6.2,7.3,12.12,6.44,11,6,Media
282.399994,100810,-7.8,358,5.5,6.9,10.81,6.18,11,4.8,Media
282.399963,100940,-6.899999,312,3.4,4.9,11.43,7.21,11,2.7,Media
282.200012,100980,-6.999999,339,4.6,5.4,10,6.2,11,4.2,Media
281.999969,100990,-5.9,318,4.7,6.1,8.33,7.17,11,3.4,Media
282.100006,100930,-5.099997,304,2.6,3.3,7.14,6.2,11,4.6,Media
281.899994,100910,-5.3,341,5.2,6.2,7.69,5.82,11,4.1,Baja
281.699982,100930,-5.299998,302,4.6,5.8,6.67,5.65,11,3.8,Baja
281.199982,101080,-3.799999,291,6.8,8.3,7.69,5.09,11,4.2,Baja
280.5,101170,-1.299999,276,5.4,7.1,7.69,5.09,11,2.1,Baja
280.599976,101200,-0.5,250,3.7,4.8,7.69,5.23,10.9,0.5,Baja
280.899994,101170,-1.299999,217,3.3,4.6,6.67,5.12,10.9,1.7,Baja
280.899994,101150,-3.699998,22,2.9,4.2,6.67,5.78,10.9,2,Baja
280.799988,101010,-6.3,22,5,6.3,5.88,4.98,10.9,-0.7,Baja
281.399994,100850,-8.199999,49,7,8.5,12.9,3.83,11,0.7,Baja
282.100006,100510,-9.3,47,8.7,10.6,11.43,4.73,10.9,3,Baja
281.799988,100360,-8.199999,40,7.2,8.8,5,4.43,10.9,4.2,Media
281.299988,100040,-6.299998,51,9.4,11,10.81,5.98,10.9,4.1,Moderada
280.899963,99830,-1.599998,42,3.8,5.1,9.09,7.13,10.9,1.5,Media
281.999969,99690,3.6,101,2.4,3.8,11.43,7.32,10.9,1.1,Moderada
281.799988,99640,8,140,7.5,9.2,11.43,6.98,10.8,3.7,Media
281.099976,99820,8.4,215,6.4,8,10.81,6.19,10.8,2.3,Media
280.499969,100000,7.900002,180,7.4,9.7,10,6.34,10.7,2.2,Moderada
280.5,100150,4.1,169,4.6,5.9,10.81,8.07,10.8,2.3,Moderada
280.499969,100140,0.500003,196,6.1,7.7,12.9,8.51,10.8,3.4,Moderada
280.099976,100060,1.300002,55,0.5,1.8,12.12,8.29,10.8,1.8,Moderada
281.299988,99910,0.600002,293,4.9,6.5,12.9,8.35,10.7,2.8,Moderada
281.700012,99830,3.3,267,8.4,10.6,11.43,6.92,10.8,3.4,Moderada
280.699982,99840,1.6,271,11.1,13.6,10.81,6.31,10.8,4.3,Media
279.700012,99820,0.9,279,7.4,9.6,11.43,5.84,10.8,1.9,Moderada
280.600006,99600,6.300003,218,7.1,9.1,8.33,6.28,10.7,1.2,Media
282.5,98930,10.4,149,11.5,13.7,10,5.65,10.7,7,Moderada
282.499969,98880,6.3,252,11.8,14.7,9.09,5.67,10.7,6.6,Moderada
281.200012,99240,6.100001,240,11.5,13.9,9.09,6.54,10.7,6.4,MuyAlta
281.600006,99220,11.3,219,11.3,13.5,11.43,7.32,10.6,4.6,MuyAlta
281.600006,99350,7.200003,242,10.4,12.8,12.12,7.35,10.6,3.6,MuyAlta
281.899963,99520,7.400002,236,12.2,15.6,14.81,8.1,10.5,4.7,MuyAlta
281.100006,99900,5.9,230,10.6,13.2,14.81,7.51,10.5,4.7,MuyAlta
281.299988,100210,6.100003,231,12.3,15.1,13.79,8.52,10.4,2.7,MuyAlta
281.200012,100460,7.200002,207,7.7,10.8,13.79,8.4,10.3,3.5,MuyAlta
282.200012,100340,8.6,183,8.7,10.5,13.79,9.04,10.3,4.9,Moderada
281.399963,100090,3.500001,171,6.1,7.2,11.43,7.79,10.3,4,Moderada
280.799988,99640,0.100002,125,5.4,7.2,13.79,8.17,10.3,3.2,Moderada
280.699982,99410,-5.499999,299,4,5.7,12.12,8.03,10.3,3.6,Media
280.899994,99480,-0.799998,275,10.7,12.8,10.81,5.95,10.3,4.2,Moderada
280.799988,99840,2.7,263,9.3,11.1,10,6.46,10.2,3,Moderada
280.299988,100160,8.200002,208,9.6,11.5,10.81,5.73,10.2,2.9,Moderada
280.599976,100380,8.8,216,10,11.7,10,6.44,10.2,3,Moderada
280.399963,100590,8.900002,197,11,12.7,10.81,6.21,10.2,3.1,Moderada
279.899994,100390,7.100003,191,10.3,15.2,8.33,6.13,10.1,2.9,Media
280.899994,99930,2.6,126,5,7.2,8.33,6.16,10.1,3,Media
280.399994,99490,-0.1,281,2.8,4.1,9.09,6.73,10.1,3.3,Media
280.199982,99560,3.8,236,8,9.6,9.09,6.11,10.1,3.2,Media
279.399994,99760,7.000001,207,7.1,8.8,8.33,5.66,10,2.1,Media
280.999969,99860,9.400002,164,7.6,9,9.09,5.96,10.1,3,Moderada
283.199982,99400,10.800001,128,12.9,15.4,11.43,5.77,10,5.9,MuyAlta
282.799988,99440,8.9,123,14.4,18.3,9.09,6.46,10,7.6,MuyAlta
282.099976,100070,10.300001,172,8.9,11,10.81,7.61,9.9,6.9,Moderada
283.399994,100310,14.200002,163,9.7,11.7,10,6.71,9.9,7.5,MuyAlta
282.799988,100540,14.800003,173,11.5,13.9,10.81,7.71,9.9,6.5,MuyAlta
281.999969,100880,10.3,189,8.6,10.4,11.43,7.89,9.9,6.3,MuyAlta
281.399963,101060,9.700003,211,7.6,10.4,12.12,7.8,9.8,3.9,Moderada
281.200012,101310,7.000001,202,9.4,11.5,12.12,7.3,9.7,3.3,MuyAlta
281.700012,101530,0.4,260,7.6,9.5,10.81,7.88,9.7,5.9,Moderada
281.100006,101860,-0.3,257,5.7,7.2,10.81,6.77,9.7,5.6,Moderada
281,102150,4.6,245,7.4,9.3,9.09,7.12,9.7,3.5,Media
281.699982,102310,6.300002,183,7.8,10,9.09,6.34,9.7,4.2,Media
282.399963,102280,9.300001,172,9.2,10.9,9.09,6.02,9.7,4.9,Moderada
282.600006,102280,10.000003,168,8,9.7,9.09,6.43,9.7,4.8,Moderada
282.299988,102270,9.2,171,8.6,10.3,11.43,7.57,9.7,7,Moderada
281.899963,102290,6.5,162,7.4,8.7,12.9,7.66,9.8,7.7,Moderada
281.599976,102200,5.500001,141,6,7.2,11.43,7.34,9.7,6.7,Moderada
281.399963,101960,5.700002,117,10.9,13.1,12.12,6.54,9.8,5.8,Moderada
281.799988,101760,9.9,128,12.3,15.1,6.67,5.71,9.8,7.5,Moderada
282.699982,101860,6.5,124,11.3,13.6,10,6.45,9.8,6.4,Moderada
283.599976,101650,4.800002,117,11.8,14,6.25,5.98,9.8,7.4,Moderada
283.5,101490,6.5,117,13.5,16.6,7.14,6.17,9.8,7.5,Moderada
283.799988,101480,7.700002,119,12.1,14.9,9.09,6.33,9.7,8.1,MuyAlta
283.599976,101490,6.1,123,12.4,15.2,8.33,6.74,9.7,7.5,MuyAlta
284,101450,5.5,115,11.9,15.5,11.43,6.88,9.7,7.1,MuyAlta
282.899994,101370,3.8,107,12.2,15.6,11.43,7.56,9.7,6.4,MuyAlta
281.899963,101400,4.900002,110,11.8,14,10.81,7.84,9.6,5.2,MuyAlta
281.499969,101490,4.6,111,9.7,12,12.12,7.61,9.6,4.4,Moderada
282.100006,101470,3.400003,113,10.1,12.2,10.81,6.91,9.6,3.3,Moderada
282.100006,101430,5.4,116,10.4,13,11.43,7.28,9.6,4.3,Moderada
283,101650,5.8,116,11.3,13.8,10.81,6.58,9.6,4.3,Moderada
282.600006,101790,5.9,118,10.6,12.3,10.81,6.79,9.5,5.1,Moderada
283.199982,101800,4.600003,110,10.1,12.3,10,6.06,9.6,4.1,Moderada
282.200012,101680,5.800003,111,10.2,12.6,9.09,6.31,9.5,3.8,Moderada
282.299988,101590,5.6,114,12.3,14.9,8.33,5.63,9.5,4.2,Moderada
283.200012,101590,8.400002,118,12.6,16.7,10,6.66,9.5,6.5,Moderada
283.399994,101570,4.700002,117,11.9,14.6,10,6.57,9.5,7.8,MuyAlta
282.799988,101160,5.5,111,14.5,17.4,10,6.78,9.4,7.2,MuyAlta
283.399963,100930,12.900002,118,16.5,20,11.43,7.19,9.4,8.3,MuyAlta
282.599976,101350,13.900002,152,12.5,15.3,10.81,7.47,9.4,8.6,Moderada
281.799988,101860,8.4,173,8.4,10.1,12.9,7.33,9.4,6.7,MuyAlta
281.599976,102230,4.500003,199,6.3,8.5,12.12,8.16,9.4,7.2,Moderada
281.999969,102150,0.800002,130,4.8,6.8,10.81,7.49,9.4,5.3,Moderada
282.099976,101750,0.700002,102,8.6,10.5,10.81,6.67,9.4,7.2,Moderada
283.099976,101100,2.200001,106,11.9,14.5,10,5.8,9.4,8.5,Moderada
282.499969,100160,4.800003,102,15.5,19.6,8.33,6.27,9.5,6.4,MuyAlta
282.899994,99240,7.900002,107,17.3,20.9,9.09,6.91,9.4,7.9,MuyAlta
282.5,99390,11.800001,165,11.9,14.4,11.43,7.99,9.5,9.6,MuyAlta
281.200012,100510,2.000001,247,9.7,11.6,10.81,7.69,9.4,4.8,MuyAlta
280.699982,101160,2.200001,240,6.7,8.3,10,7.48,9.4,3.5,Moderada
280.200012,101290,6.3,213,3.9,5.6,10,7.78,9.3,4.4,Moderada
280.899994,101200,6.600001,168,6.1,7.8,9.09,7.92,9.4,4.5,Moderada
281.399994,101040,8.9,172,7.6,9,9.09,7.09,9.4,5.8,Moderada
281.599976,100730,8.8,161,7.2,8.4,12.9,7.86,9.4,7.4,Moderada
281.600006,100230,10.100001,146,9.1,11.5,10,6.68,9.3,5.3,Moderada
280.899963,99400,10.600001,134,13.2,15.9,7.69,5.64,9.3,4.5,Moderada
281.299988,98550,11.200002,125,13.5,16.6,7.69,6.32,9.2,4.8,MuyAlta
281.799988,98110,6.5,121,14.8,19.2,10.81,7.56,9.3,5.4,MuyAlta
281,98200,6.5,242,7.6,10.3,17.39,9.19,9.2,4.3,MuyAlta
280.899963,98280,8.3,217,10.2,13.1,14.81,9.21,9.2,3.5,MuyAlta
281.299988,98320,7.3,205,9.1,11.4,14.81,8.17,9.2,3.6,MuyAlta
280.699982,98430,7,169,8.8,10.9,11.43,8.17,9,3.8,Moderada
280.299988,98720,6.6,229,8.2,10.1,12.9,7.51,9,2.5,Moderada
280.200012,99010,4.7,264,6.3,8,12.9,7.84,8.9,3.5,Moderada
280.399994,99300,5.100001,230,4.2,5.7,11.43,7.94,9,3.3,Moderada
280.899994,99620,6,200,6.2,7.4,13.79,7.7,9,3.9,Moderada
280.700012,99960,7.4,225,9,11.8,12.9,7.59,9,1.9,Moderada
280.599976,100120,9.400002,202,7.7,9.3,12.12,7.13,9,3.9,Moderada
281.099976,100270,6.200002,194,5.9,7.2,11.43,7.51,9,3.6,Moderada
280.100006,100410,2.4,215,4.4,5.5,10,7.21,9,2.7,Moderada
279.799988,100600,3.500001,246,4.8,6.2,11.43,7.45,9,1.7,Moderada
280.899994,100870,5.5,220,7,8.3,10.81,7.11,8.9,4.3,Media
280.699982,101120,5.5,246,5.8,7.1,10.81,6.62,8.9,4.2,Media
280.199982,101430,5.100001,268,6.6,7.6,11.43,6.51,8.9,4,Media
280.299988,101740,2,243,1.9,2.7,10,6.26,8.9,4.1,Media
279.899963,101970,-0.899998,264,2.7,3.5,7.69,6.77,8.8,4,Media
280.600006,102310,-4.199998,340,4.9,5.9,9.09,6.8,8.9,4.1,Media
280.100006,102360,-5.599998,359,3.8,6.1,7.69,6.39,8.9,1.9,Baja
279.999969,102320,-7.3,41,5.9,7.2,10,5.91,8.8,2.4,Baja
280.299988,102140,-6.5,52,4.3,5.1,11.43,5.24,8.8,3.6,Baja
280.799988,101910,-8.199999,4,6.1,7,8.33,5.03,8.8,2.3,Baja
280.100006,101750,-9.499998,358,8,9.9,4.35,4.29,8.8,2.7,Baja
280.899994,101670,-12.2,2,7.3,9.5,5.26,4.53,8.8,-1.1,Baja
280.299988,101800,-8.199999,324,3.1,4.4,17.39,5.61,8.8,1.9,Media
279.799988,101840,-8,4,3.5,5,14.81,7.35,8.8,0.3,Moderada
278.699982,102040,-4.6,34,5.6,7.7,13.79,8.12,8.9,-3.5,Media
279.199982,102160,-5.3,7,4.7,6.2,12.9,7.33,9,-4,Media
278.100006,102260,-0.8,22,2.5,3.9,12.12,7.45,8.9,-5.2,Media
278.299988,102280,0.3,217,3.9,5.4,12.9,9.01,9.1,-4,Media
278.100006,102240,3.400002,249,2.3,3.7,12.9,7.99,9,-4,Media
278.200012,102210,2.1,222,5.5,7,14.81,8.34,9,-0.9,Media
278.100006,102230,3,246,7,11.1,12.12,5.81,9,2.5,Media
279.899963,102110,3.400003,258,8.1,10.7,12.12,6.31,8.9,2.8,Media
280.199982,102040,1.8,269,8.1,9.5,10.81,5.25,8.9,3,Media
279.299988,101930,-1.2,296,9.9,12.4,5.26,4.88,8.8,4,Moderada
279.600006,101900,-4.8,290,12.8,15,7.14,5.7,8.8,0,Moderada
278.799988,101750,-4.6,291,11.5,14.5,6.67,5.78,8.7,-0.1,Moderada
279.200012,101730,-4.899997,300,10.3,12,8.33,5.92,8.7,0.2,Media
279.599976,101690,-3.599998,293,8,9.7,7.69,5.67,8.7,0.2,Media
279.5,101770,-0.1,273,6.5,8.5,7.69,5.32,8.7,3.6,Media
280.099976,101650,5.300002,233,8.6,10,7.14,5.3,8.7,3.7,Media
280.499969,101580,7.400002,231,9,10.5,7.14,5.38,8.7,4.8,Moderada
280.399963,101300,12,199,10.1,11.9,10,6.36,8.7,5.6,Moderada
280.399963,101300,5.2,254,8.8,10.5,11.43,6.49,8.7,5.5,Moderada
279.899994,101480,0.7,275,6.6,8.3,12.12,7.46,8.8,2.1,Moderada
279.200012,101630,0,258,5.9,7.6,10.81,6.78,8.7,0.6,Moderada
279.200012,101590,0.5,242,4.8,6.4,12.12,7.97,8.7,-1,Moderada
278.799988,101460,1.7,162,2.5,4.1,12.9,8.65,8.7,-1.1,Moderada
280.599976,101330,2.500003,127,6.6,7.9,12.9,8.64,8.7,0,Media
280.5,101050,5,110,9,11.2,12.9,6.81,8.7,1.8,Media
280.699982,101000,4.600001,121,10.9,12.8,5.88,5.55,8.7,3.1,Media
280.899963,100800,3.6,123,10.3,12.5,6.25,5.5,8.6,2.9,Media
280.799988,100490,3.7,108,9.2,11,6.25,5.68,8.6,3.2,Moderada
280.699982,100350,4.600003,117,10.6,13.1,6.67,5.53,8.6,3.7,Media
281.099976,100060,5.200002,122,8.2,10.2,7.69,5.64,8.5,5.2,Media
281.600006,99820,4.700002,112,9.6,11.3,7.69,5.21,8.5,7.1,Moderada
281.799988,99560,5.3,116,8.7,10.8,7.14,5.87,8.5,7.6,Media
281.699982,99500,6.1,128,8.6,10.4,7.69,5.61,8.6,7.9,Moderada
281.399994,99520,5.9,142,6.7,8.7,7.69,6.07,8.6,7.7,Media
281.299988,99640,7.300002,127,6.1,7.4,7.69,5.91,8.6,7.6,Media
281.799988,99630,6.500001,125,10.8,13,8.33,5.12,8.6,7.8,Media
282.200012,98940,7.200003,117,13.7,16.5,6.25,5.1,8.6,8.1,MuyAlta
281.899994,98610,15.1,112,17.3,21.9,9.09,6.55,8.5,8,MuyAlta
282.100006,98860,6.700002,125,10.2,12.6,10.81,7.25,8.5,6.8,MuyAlta
282.299988,98290,5.400002,104,8.7,11,12.12,8.25,8.5,6.9,MuyAlta
282.499969,97610,9.5,108,13.8,16.5,12.12,8,8.6,7.2,MuyAlta
282.200012,97260,11.8,131,11.8,15.5,12.9,8.24,8.5,7.7,MuyAlta
281.700012,97210,10.3,123,10.5,12.5,12.12,7.68,8.6,7.4,MuyAlta
280.799988,97200,8.2,144,7.8,9.7,12.9,8.8,8.6,6.5,MuyAlta
280.499969,97370,4.9,167,5.2,7,12.12,8.84,8.5,6.8,Moderada
279.699982,97500,2.9,253,2.3,3.6,11.43,8.01,8.5,5.3,Moderada
280.200012,97620,-0.4,330,4,6.1,12.12,8.5,8.5,4.7,Moderada
279.700012,97880,0.1,275,4.6,6.4,10.81,8.24,8.5,2,Moderada
280.299988,98330,2.8,204,0.6,1.3,11.43,8.59,8.5,3.7,Moderada
280.200012,98340,2.3,82,4.2,5.2,11.43,8.49,8.5,3.7,Moderada
280,98150,-4.1,37,5.6,8.3,10.81,8.52,8.5,2.2,Moderada
280.299988,98050,-6.7,6,9.1,11.6,12.9,7.73,8.5,4.4,Moderada
280.299988,98190,-9.7,355,9.4,11.5,11.43,6.72,8.5,2.4,Media
279.799988,98590,-5.7,314,8.8,10.2,10.81,5.94,8.5,2.7,Media
279.799988,98830,-4.599998,307,7.4,9,12.12,6.9,8.4,2.9,Media
279.100006,99100,-1.499998,274,6.9,8.3,11.43,6.33,8.4,3.3,Media
279.299988,99310,2.5,267,5.3,6.2,11.43,6.99,8.4,2.4,Media
278.699982,99540,4.400002,228,6.1,8.8,10.81,7.26,8.4,2.9,Media
279.299988,99750,4.100001,253,8.6,9.8,11.43,6.91,8.4,1.9,Moderada
279.799988,100040,5.700002,211,6.9,8.6,11.43,7.4,8.4,3.1,Moderada
279.599976,100220,4.800002,140,4.4,5.6,10.81,7.98,8.4,3.3,Media
279.999969,100050,4.500001,116,9.6,12.3,10.81,6.32,8.4,5.5,Moderada
280.899963,99630,7.000001,101,13,15.9,7.14,5.46,8.4,5.9,MuyAlta
281.599976,99090,9.900003,107,16.3,20.8,9.09,6.74,8.4,7,MuyAlta
282.200012,99100,13.3,122,13.4,16.6,11.43,8.04,8.4,7.6,MuyAlta
282.199982,99320,9.9,139,9.1,11.3,12.12,9.04,8.4,7.6,MuyAlta
281.600006,99120,8.2,134,5.9,7.9,11.43,8.85,8.4,6.9,MuyAlta
280.699982,98990,7.3,132,10.8,13.4,11.43,8.19,8.3,6.9,MuyAlta
280.899994,98840,7.9,139,9.6,12.1,12.12,7.74,8.3,7,MuyAlta
280.200012,98700,8.8,179,9.4,11.4,12.9,8.55,8.3,6.1,MuyAlta
280.600006,98570,4.3,129,8.4,10.2,10.81,8.05,8.3,2.7,Moderada
280.200012,98370,2.800002,103,8.5,10.9,11.43,7.77,8.2,5.2,MuyAlta
279.799988,98620,7.700002,208,5.3,7.5,11.43,8.49,8.2,4.8,MuyAlta
279.199982,99170,7.700003,227,12,15.5,12.12,8.18,8.2,3,MuyAlta
279.099976,99490,8.1,201,8.5,10.2,11.43,8.58,8.1,1.2,MuyAlta
279.200012,99530,5.1,177,7.8,9.3,12.12,7.88,8.1,1.9,Moderada
280.200012,99690,2,153,3.5,4.8,12.12,8.63,8.1,2.6,Moderada
280.5,99990,-1.1,99,4.2,5.9,10,8.15,8.1,3.1,Moderada
280.899963,99910,1.1,94,7.7,9.3,10,7.89,8,3.5,Moderada
280.899963,99510,4.000003,95,6.9,9,10.81,6.43,8.2,4.6,Moderada
281.299988,98720,4.500001,109,11.6,14.2,10,5.88,8.2,3.8,Moderada
280.699982,98140,3.7,100,14,17.3,8.33,5.78,8.2,4.6,MuyAlta
280.600006,97800,2.600002,102,15.7,19.3,10,6.93,8.1,4.8,MuyAlta
280.700012,97700,5.100003,105,5.2,7.7,10.81,8.04,8.1,4.7,MuyAlta
280.799988,97800,8.200002,139,11,13.2,16,8.89,8.1,4.5,MuyAlta
280.899994,97660,6.500001,93,11.1,13.8,12.12,8.56,8.1,5.1,MuyAlta
280.799988,97520,4.400002,94,12.6,16.5,11.43,7.96,8,5.2,MuyAlta
279.699982,97460,6.100001,152,7.1,8.6,13.79,8.42,8,3.9,Moderada
279.999969,97290,2.600002,113,5.9,7.9,10,7.49,8,3.9,Moderada
280.299988,97030,-0.699998,8,4.9,6.7,10.81,7.82,8,3.7,Moderada
279.399994,97260,-0.299998,285,7,8.7,9.09,7.14,7.9,3.4,Moderada
279.599976,97730,-0.499998,262,7.1,9.1,10,7.3,8.1,3.3,Moderada
279.700012,98220,2.600002,248,5.3,7,9.09,7.41,8,2.5,Moderada
279.799988,98760,2.7,225,5.4,7,11.43,8.74,8,3.4,Moderada
280.199982,99340,3.800002,217,7.4,9.3,10.81,8.08,8.1,3.5,Moderada
279.5,100030,7.300003,234,8.9,10.7,13.79,7.52,8.1,3.4,Moderada
279.600006,100580,8.300001,233,11,14.7,10,6.71,8.1,3.4,Moderada
279.100006,101150,8.600001,225,10.2,11.7,11.43,7.49,8,3.4,Moderada
279.499969,101370,6.300002,207,7.6,9.2,11.43,7.24,8,2,Moderada
280.600006,101080,1.7,126,6.4,8,10.81,7.99,8,4.1,Moderada
280.799988,100100,-9.699999,86,11.3,14.3,12.9,7.08,7.9,3.1,Moderada
280.200012,99640,-16.699997,45,13,16,6.67,5.89,7.8,2.7,MuyAlta
280.499969,100160,-13.099998,357,11.8,14.8,11.43,7.84,7.8,4.2,Moderada
279.799988,100770,-5.799997,309,9.8,12,12.12,7.83,7.9,3.1,Moderada
279.099976,101160,-0.399998,285,10.5,13.2,10.81,6.23,7.8,1.9,Moderada
277.999969,101340,2.9,253,9.8,11.6,12.12,5.92,7.7,0.9,Media
279.100006,101170,10.7,198,7.7,9.3,7.14,6.04,7.7,0.9,Media
280,100790,8,189,10,11.7,7.14,5.6,7.7,5.6,Moderada
279.599976,101090,2.000003,259,11.5,14,9.09,6.08,7.9,2.8,Moderada
279.200012,101240,4.700002,246,7.8,9.8,10,6.85,7.9,1.8,Moderada
280,101710,-0.799998,269,11.3,14.7,10,7.26,7.9,5.2,Moderada
279.599976,102110,-3.8,285,8.7,11,12.9,7.14,7.9,1.9,MuyAlta
278.5,102340,3.1,223,7.3,9.3,12.12,8.14,7.9,2.1,Moderada
278.399994,102150,8.300003,175,3.5,5,13.79,8.42,7.9,2.6,Moderada
280.600006,101590,3.700001,134,9.6,12.5,13.79,7.66,7.9,3.2,Moderada
280.299988,101620,-11.799998,335,14.7,17.6,13.79,6.47,7.9,3.3,Moderada
279.5,102390,-12.7,339,9.9,11.8,12.9,7.04,7.9,1.2,Moderada
278.999969,102940,-6.599998,306,8.2,9.5,13.79,6.87,7.8,2.4,Moderada
279.100006,103120,-3.599998,292,6.5,7.9,12.12,7.29,7.9,1.1,Moderada
278.799988,103190,1.3,288,4.3,5.6,14.81,7.61,7.9,1,Media
279.099976,103370,1.6,197,2,2.9,12.9,7.91,7.8,0.3,Media
279,103360,5.100001,165,5.1,5.9,12.9,7.93,7.8,0.6,Baja
279.299988,103330,6.7,137,7.4,9.4,13.79,5.8,7.8,1.4,Media
280.600006,103150,9.3,127,11.3,13.8,5.26,5.17,7.8,2.2,Moderada
280.5,103040,10.4,128,14.6,19,9.09,6.07,7.7,2.8,MuyAlta
281.699982,102850,11.200002,117,15.5,18.5,12.12,7.79,7.8,2.6,MuyAlta
281.299988,102640,13.9,130,15.5,19.4,9.09,7.95,7.7,3.4,MuyAlta
280.5,102520,16.500002,134,16.8,20.7,9.09,7.8,7.7,4.4,MuyAlta
281.599976,102530,15.8,144,15.4,19.5,12.9,8.34,7.6,5,MuyAlta
281.899994,102640,14.000003,144,12.6,15.9,10.81,8.13,7.7,6.5,MuyAlta
281.599976,102620,12.9,154,12.1,15,12.12,7.37,7.7,7,MuyAlta
281.999969,102890,9.7,164,9.5,11.6,10.81,7.13,7.8,7.5,Moderada
280.799988,103250,2.100002,253,6.2,7.8,10.81,7.19,7.8,7,Moderada
279.899963,103420,-5.3,310,5.3,6.7,10,7.3,7.8,3.1,Moderada
279.399963,103280,-5.3,344,2,3.1,10,7.35,7.7,3.5,Moderada
279.600006,102790,-5.5,70,8.3,9.7,11.43,7.48,7.8,2.9,Media
280.600006,101770,4.300002,80,11.4,13.3,10,5.73,7.8,5.1,Media
281.899994,100440,9.000002,158,10.2,12.3,10,5.87,7.8,7.5,Moderada
280.499969,100080,-1.099998,221,8,9.3,10,6.69,7.8,5.9,MuyAlta
279.699982,100980,-5.699998,298,18.9,24.1,9.09,7.37,7.8,1.4,MuyAlta
278.899963,101560,-4.799998,291,17.1,21.2,10,8.21,7.7,1.2,MuyAlta
279.399963,101930,-7.099998,289,13.1,16,10,7.5,7.7,0.3,Moderada
279.600006,102150,-4.099997,294,11.1,15.2,11.43,6.92,7.7,0.3,Moderada
280,102160,-1.399998,281,7.2,9.3,9.09,7.27,7.7,0,Media
279.799988,102150,-0.6,279,2.4,3.7,10.81,6.49,7.7,0,Media
